"","Location","Price","Experience","Other","will_attend","ages_bin","distance_bin"
"1990","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"5579","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3124","3","1","3","4",0,"01 <= 34.9769","01 <= 32.4247"
"1767","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"4589","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"5113","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"2854","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"2124","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"1497","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"3823","3","1","3","4",1,"01 <= 34.9769","01 <= 32.4247"
"4933","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"5881","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"5057","4","4","1","1",0,"01 <= 34.9769","02 > 32.4247"
"3871","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"5253","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"1859","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2494","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"4692","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"5965","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"4374","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"3704","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"4883","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"6096","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"912","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"5935","5","4","2","4",0,"01 <= 34.9769","01 <= 32.4247"
"4687","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"2119","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"1903","2","1","1","1",0,"03 > 44.7122","02 > 32.4247"
"6155","5","2","1","3",0,"02 <= 44.7122","02 > 32.4247"
"5214","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"4756","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"1363","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"5081","4","3","1","4",0,"01 <= 34.9769","02 > 32.4247"
"6722","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"4274","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"1819","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4403","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"1230","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"158","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"6762","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"442","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5392","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"1672","2","1","1","1",0,"02 <= 44.7122","02 > 32.4247"
"6013","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6128","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"2719","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"3276","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"945","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4596","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"6745","5","1","1","2",0,"02 <= 44.7122","02 > 32.4247"
"3339","3","2","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"2277","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"5122","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"5192","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"2906","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"359","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"5018","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"1462","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"2356","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2866","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"1337","1","2","1","4",1,"01 <= 34.9769","01 <= 32.4247"
"6538","5","2","1","3",1,"01 <= 34.9769","01 <= 32.4247"
"6739","5","1","1","2",0,"02 <= 44.7122","02 > 32.4247"
"5387","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"4282","4","4","1","1",0,"01 <= 34.9769","02 > 32.4247"
"940","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"4243","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"1046","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"1812","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"6561","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"4737","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"139","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"6142","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"2258","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"718","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"725","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"1793","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"3584","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"2963","3","1","3","4",0,"03 > 44.7122","02 > 32.4247"
"1718","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4693","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"1866","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"5525","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"1239","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"4683","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"1448","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"3330","3","2","2","1",0,"02 <= 44.7122","02 > 32.4247"
"5269","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"3676","3","3","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"4029","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"3360","3","2","2","1",0,"01 <= 34.9769","02 > 32.4247"
"3222","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"202","1","2","1","4",1,"02 <= 44.7122","01 <= 32.4247"
"4997","4","4","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"190","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5479","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"3337","3","3","1","3",0,"02 <= 44.7122","02 > 32.4247"
"3979","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"5114","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"4287","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4576","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"2332","2","1","1","1",0,"02 <= 44.7122","02 > 32.4247"
"6193","5","1","1","2",0,"02 <= 44.7122","02 > 32.4247"
"197","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"5902","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"4869","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"755","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"1534","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"6221","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3386","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5243","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"2767","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"430","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3115","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"3718","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5553","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"3814","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"6070","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"2166","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"5744","5","2","1","3",0,"01 <= 34.9769","02 > 32.4247"
"2201","2","2","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"844","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"2421","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5946","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"2212","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"4506","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"3974","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"579","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"6504","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"898","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"4978","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"2787","3","1","3","4",0,"02 <= 44.7122","02 > 32.4247"
"5702","5","3","3","1",0,"03 > 44.7122","02 > 32.4247"
"4363","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"4092","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"3271","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"1108","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"2893","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"6773","5","2","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"1113","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"1107","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"3849","3","3","1","3",0,"01 <= 34.9769","02 > 32.4247"
"1309","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4808","4","4","1","1",0,"01 <= 34.9769","02 > 32.4247"
"434","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"5550","5","2","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"412","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"6152","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1420","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"6781","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3803","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"5723","5","2","1","3",0,"03 > 44.7122","02 > 32.4247"
"438","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5842","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"122","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"3332","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"1173","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"1388","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"3893","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6131","5","4","2","4",1,"02 <= 44.7122","01 <= 32.4247"
"1151","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5796","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"1361","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4908","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"1489","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"3188","3","2","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"348","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2380","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"5433","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"3579","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"1663","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"3028","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"2374","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"1238","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"1538","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"5258","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"5788","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"1911","2","1","1","1",0,"03 > 44.7122","02 > 32.4247"
"5367","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"5438","5","3","3","1",0,"02 <= 44.7122","02 > 32.4247"
"132","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"938","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"1712","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"6179","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"2750","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3896","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"5571","5","2","1","3",0,"02 <= 44.7122","02 > 32.4247"
"4109","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"3724","3","2","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"2407","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"1947","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"677","1","3","2","2",0,"03 > 44.7122","02 > 32.4247"
"2413","2","1","1","1",0,"02 <= 44.7122","02 > 32.4247"
"1960","2","1","1","1",0,"02 <= 44.7122","02 > 32.4247"
"923","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1855","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"513","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5257","4","1","2","3",0,"01 <= 34.9769","02 > 32.4247"
"2484","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"6094","5","1","1","2",0,"03 > 44.7122","02 > 32.4247"
"6353","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"5778","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"6317","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"362","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4428","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"563","1","3","2","2",0,"01 <= 34.9769","02 > 32.4247"
"3605","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3399","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"4793","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"3225","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"872","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"2264","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"3430","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"6232","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5634","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"5010","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"3544","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3319","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"2979","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"5905","5","1","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"6061","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"950","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"865","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"3193","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"6225","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"822","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3196","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"4384","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"6067","5","1","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"903","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5802","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"6615","5","1","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"5475","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"2304","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"3551","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"4765","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"5731","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"4330","4","1","2","3",0,"01 <= 34.9769","02 > 32.4247"
"439","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"6447","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"6432","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1453","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1049","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"819","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"3232","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"1790","2","2","3","3",1,"03 > 44.7122","01 <= 32.4247"
"4048","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"4357","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"4960","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"3438","3","1","3","4",1,"01 <= 34.9769","02 > 32.4247"
"6717","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"4087","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"2242","2","2","3","3",1,"03 > 44.7122","01 <= 32.4247"
"6729","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"1265","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"843","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"6674","5","1","1","2",0,"02 <= 44.7122","02 > 32.4247"
"1509","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2702","3","4","1","2",0,"01 <= 34.9769","02 > 32.4247"
"6742","5","4","2","4",0,"02 <= 44.7122","02 > 32.4247"
"1782","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"4025","4","3","1","4",0,"01 <= 34.9769","02 > 32.4247"
"2685","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"3108","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5893","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5601","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"1566","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1119","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1025","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"4345","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"3297","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"6034","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"3377","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3075","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"4364","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4322","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"5749","5","3","3","1",0,"02 <= 44.7122","02 > 32.4247"
"188","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5975","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"316","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"2760","3","1","3","4",1,"01 <= 34.9769","01 <= 32.4247"
"6471","5","3","3","1",0,"02 <= 44.7122","02 > 32.4247"
"480","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5555","5","3","3","1",0,"03 > 44.7122","02 > 32.4247"
"1478","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"2139","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1889","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1648","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"5279","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"4633","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"6472","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"3810","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3344","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1541","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"1643","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"3572","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"5266","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"5599","5","1","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"6348","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"5199","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2167","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"273","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"5635","5","4","2","4",1,"02 <= 44.7122","01 <= 32.4247"
"1331","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"371","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2671","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"3417","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"3734","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"3460","3","4","1","2",0,"02 <= 44.7122","02 > 32.4247"
"4280","4","2","3","2",0,"03 > 44.7122","02 > 32.4247"
"2527","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"4086","4","1","2","3",0,"01 <= 34.9769","01 <= 32.4247"
"410","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3534","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"810","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"6716","5","4","2","4",0,"01 <= 34.9769","01 <= 32.4247"
"3530","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3380","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"1062","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4273","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"6605","5","4","2","4",0,"03 > 44.7122","02 > 32.4247"
"6801","5","1","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"468","1","3","2","2",0,"03 > 44.7122","02 > 32.4247"
"6654","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5340","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"4628","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"1661","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"5408","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"4200","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"2110","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"5820","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"5650","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"6004","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"340","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"1328","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"3752","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3538","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"237","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"4478","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"351","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5992","5","3","3","1",0,"01 <= 34.9769","02 > 32.4247"
"63","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"4264","4","3","1","4",0,"01 <= 34.9769","02 > 32.4247"
"2445","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"245","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"4930","4","4","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"1706","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"4301","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"6375","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"3353","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"368","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"6448","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"3614","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"4994","4","4","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"260","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"6064","5","1","1","2",0,"01 <= 34.9769","02 > 32.4247"
"3910","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6020","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"2465","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5613","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"4562","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"2030","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"4906","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"1231","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"2129","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"615","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"1851","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"1699","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"598","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"2560","3","4","1","2",0,"02 <= 44.7122","02 > 32.4247"
"301","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3155","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"670","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"3672","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3565","3","1","3","4",0,"03 > 44.7122","02 > 32.4247"
"2328","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"2191","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"2572","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"885","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4923","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"6223","5","1","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"6790","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"223","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"4838","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"2771","3","4","1","2",0,"01 <= 34.9769","02 > 32.4247"
"1428","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"6553","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"4575","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"954","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1758","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"2895","3","4","1","2",0,"03 > 44.7122","02 > 32.4247"
"3516","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"4434","4","1","2","3",0,"01 <= 34.9769","01 <= 32.4247"
"5530","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3895","3","1","3","4",1,"03 > 44.7122","01 <= 32.4247"
